"OBS","AGE","GENDER","CHK_ACCT","SAV_ACCT","NUM_CREDITS","DURATION","HISTORY","PRESENT_RESIDENT","EMPLOYMENT","JOB","NUM_DEPENDENTS","RENT","INSTALL_RATE","GUARANTOR","OTHER_INSTALL","OWN_RES","TELEPHONE","FOREIGN","REAL_ESTATE","TYPE","AMOUNT_REQUESTED","CREDIT_EXTENDED","NPV","IsProfitable"
199,33,"male","3","0",1,48,"2","2","0","3",1,1,3,0,1,0,1,0,0,"6",4844,3390,-2152,0
200,34,"male","3","1",1,15,"1","4","4","1",2,0,4,0,1,1,0,0,0,"4",1569,941,158,1
201,49,"male","3","0",1,12,"4","3","3","1",2,0,2,0,0,1,0,0,1,"5",2096,1467,383,1
202,22,"male","1","0",1,12,"2","1","2","2",1,0,1,0,0,1,1,0,0,"4",1567,1096,241,1
203,48,"male","0","0",2,10,"4","3","1","1",2,1,1,0,0,0,0,1,1,"1",2241,1568,258,1
204,30,"male","1","1",2,18,"2","2","2","2",1,0,2,0,0,1,1,0,0,"1",5866,2933,225,1
205,44,"male","1","0",1,18,"3","4","2","1",2,0,2,0,0,1,1,0,1,"0",6204,4963,1229,1
206,25,"male","3","0",1,12,"2","2","2","2",1,0,3,0,0,1,0,0,0,"4",1262,1009,275,1
207,61,"male","1","0",1,36,"0","4","4","3",1,0,4,0,0,0,1,0,0,"6",1953,1562,-976,0
208,51,"male","0","0",2,8,"4","4","4","3",2,0,3,0,1,0,1,0,0,"0",1164,698,87,1
209,24,"male","3","1",1,18,"2","4","2","1",1,1,3,0,0,0,0,0,0,"6",1568,1254,363,1
210,33,"male","3","4",1,12,"4","3","4","1",2,0,4,0,1,1,0,0,0,"4",797,717,-302,0
211,24,"male","3","0",1,6,"3","2","2","2",1,0,3,0,0,1,0,0,1,"4",932,652,167,1
212,28,"male","1","0",1,18,"2","3","3","1",1,1,3,0,0,0,0,0,1,"1",6260,3756,708,1
213,24,"female","3","0",1,12,"2","2","2","1",1,1,3,0,0,0,0,0,1,"3",1768,1237,300,1
214,27,"male","3","0",2,15,"2","3","1","1",1,0,2,0,1,1,0,0,0,"3",2708,1354,151,1
215,27,"female","0","0",1,27,"2","2","2","3",1,0,3,0,0,1,0,0,0,"4",3416,3074,922,1
216,24,"male","2","0",1,36,"2","1","2","2",1,0,4,0,0,1,0,0,0,"4",5848,4093,896,1
217,36,"female","3","2",2,15,"2","3","3","2",1,0,4,0,0,1,1,0,0,"0",1262,757,72,1
218,34,"male","1","0",1,24,"3","2","0","3",1,0,3,0,0,1,1,0,0,"3",2064,1651,-882,0
219,40,"male","0","4",2,21,"1","2","2","1",2,0,4,0,0,1,0,0,0,"1",1647,1152,-610,0
220,36,"male","1","0",1,27,"2","2","2","2",2,0,4,0,0,1,1,0,0,"6",3915,1957,-1448,0
221,26,"female","3","0",2,27,"3","4","3","2",1,0,3,0,0,1,0,0,0,"6",5117,3581,647,1
222,50,"male","0","0",2,27,"0","4","0","2",1,0,2,0,1,1,1,0,0,"6",5293,4763,-4064,0
223,30,"male","3","0",2,12,"2","2","2","2",1,0,4,0,1,1,0,0,1,"4",707,565,90,1
224,35,"male","3","1",1,12,"2","1","3","2",1,0,3,0,0,1,0,0,0,"4",2141,1712,445,1
225,24,"male","0","0",2,48,"0","4","4","2",2,0,3,0,0,0,0,0,0,"2",4605,3684,-1645,0
226,24,"male","1","0",1,30,"2","2","2","2",1,0,4,1,1,1,0,0,0,"1",2150,1720,-683,0
227,36,"male","0","0",3,18,"4","4","4","3",1,0,2,0,0,0,1,0,0,"1",5302,4771,564,1
228,36,"female","1","4",1,48,"1","4","0","3",1,0,4,0,0,0,1,0,0,"1",12169,7301,1522,1
229,49,"female","2","4",1,18,"1","4","3","1",1,0,4,0,1,1,0,0,0,"4",1445,1011,235,1
230,44,"male","0","0",2,24,"4","4","4","3",2,0,2,0,0,0,1,0,0,"2",6419,4493,763,1
231,37,"female","2","4",2,24,"4","2","3","1",2,0,4,0,1,1,0,0,1,"1",1344,806,-348,0
232,26,"male","2","0",1,24,"2","4","1","2",1,0,2,0,0,1,0,0,0,"3",3749,2624,612,1
233,34,"male","0","0",1,24,"2","1","3","3",1,0,2,0,0,0,1,0,0,"2",2910,1455,306,1
234,24,"male","1","1",1,60,"2","2","1","3",1,0,4,0,0,1,0,0,0,"1",7408,5926,-3545,0
235,25,"female","1","2",1,18,"2","3","1","2",1,1,1,0,0,0,0,0,1,"4",3213,1927,434,1
236,38,"male","3","4",1,18,"4","4","0","3",1,0,2,0,0,1,1,0,0,"2",3229,3229,1119,1
237,36,"female","2","0",2,12,"3","2","2","2",1,0,2,0,1,1,1,0,0,"1",2247,1797,338,1
238,23,"female","3","0",2,10,"4","3","1","2",1,1,1,0,0,0,0,0,1,"3",2146,1716,320,1
239,25,"male","3","4",1,22,"2","4","3","2",1,1,4,0,0,0,0,0,0,"1",1283,898,215,1
240,39,"male","0","0",1,36,"2","4","3","3",2,0,2,0,1,0,1,0,0,"1",3249,2599,564,1
241,27,"male","3","0",2,24,"3","2","1","2",1,0,2,0,1,1,1,0,0,"6",8648,6918,-4433,0
242,42,"male","3","0",2,12,"4","2","0","3",1,0,4,0,1,1,1,0,0,"6",2292,2292,-1437,0
243,47,"female","1","0",2,12,"4","3","3","1",2,0,2,0,0,1,0,0,1,"1",958,670,105,1
244,36,"female","0","0",3,6,"4","4","0","3",1,0,4,0,0,0,1,0,0,"3",1872,1497,155,1
245,29,"male","1","0",2,20,"3","3","2","2",1,0,2,0,1,1,1,0,0,"0",2629,1577,258,1
246,34,"female","3","0",2,12,"0","4","4","2",1,0,2,0,0,1,0,0,0,"3",2759,2207,421,1
247,34,"female","1","0",1,12,"2","1","1","3",1,1,3,0,0,0,0,0,1,"3",3017,2715,656,1
248,28,"male","0","0",1,9,"2","3","2","1",1,0,4,0,0,1,0,0,0,"1",654,457,-188,0
249,57,"male","0","3",2,30,"2","4","4","2",1,1,4,0,0,0,1,0,0,"3",3622,2173,302,1
250,27,"male","3","1",2,6,"4","1","2","2",1,0,1,0,0,1,0,0,0,"4",1237,1113,195,1
251,49,"male","2","1",1,9,"2","4","4","2",1,0,2,0,0,1,0,0,1,"4",1126,563,92,1
252,26,"female","2","0",1,15,"2","4","3","2",1,1,2,0,0,0,1,0,0,"6",2687,2687,791,1
253,53,"male","0","0",2,48,"0","4","2","2",2,0,3,0,0,0,0,0,0,"3",7119,5695,-2010,0
254,41,"male","3","0",1,12,"3","4","2","2",1,1,4,0,0,0,0,0,1,"2",1503,1503,427,1
255,31,"male","0","4",1,30,"2","4","4","2",1,0,4,0,0,1,0,0,0,"3",6350,3810,-1837,0
256,34,"male","0","0",2,48,"2","1","3","2",1,0,1,1,0,1,1,0,1,"4",6999,4899,-1881,0
257,29,"male","2","0",1,6,"3","1","1","2",1,0,2,0,1,1,0,0,0,"4",683,341,49,1
258,26,"female","3","4",1,24,"2","4","0","3",1,1,2,0,0,0,1,0,0,"2",5433,4889,1312,1
259,26,"male","3","0",1,9,"2","2","2","2",1,1,4,0,0,0,0,0,1,"3",1388,1249,366,1
260,36,"male","3","3",1,21,"2","4","4","1",1,0,4,0,1,1,0,0,1,"6",1572,1100,265,1
261,34,"female","1","0",1,24,"1","4","3","1",1,0,4,0,1,0,0,0,0,"5",1837,1102,-822,0
262,29,"male","0","3",1,21,"2","2","1","2",1,0,4,0,1,1,0,0,0,"4",3357,2685,766,1
263,38,"female","3","4",1,48,"2","2","2","2",1,0,4,0,1,1,0,0,1,"6",3914,2348,-1440,0
264,23,"female","1","4",1,15,"2","1","1","2",1,0,4,0,0,1,0,0,0,"4",1444,1010,194,1
265,40,"female","3","1",1,15,"2","2","2","3",1,0,3,0,0,1,1,0,0,"5",4623,2773,-2096,0
266,45,"female","0","0",1,24,"2","1","4","2",1,0,4,0,0,1,0,0,1,"1",2303,2072,-968,0
267,50,"female","3","0",2,21,"2","2","4","2",1,0,4,0,0,1,0,0,1,"3",2241,1792,343,1
268,42,"male","3","0",1,60,"2","4","4","3",1,0,2,0,0,1,1,0,0,"1",10366,7256,1522,1
269,33,"male","3","0",2,15,"3","3","2","2",1,0,4,0,1,1,0,0,1,"4",1478,1330,255,1
270,29,"male","1","1",1,24,"2","1","1","2",1,0,2,0,0,1,0,0,0,"4",2896,2027,390,1
271,47,"male","2","1",1,24,"2","2","4","2",1,0,4,0,0,0,1,0,0,"4",1377,688,143,1
272,46,"female","3","4",1,21,"2","4","4","3",1,0,4,0,0,1,1,0,1,"2",2476,1733,453,1
273,24,"female","0","0",1,12,"2","2","2","1",1,0,4,0,0,1,0,0,1,"1",1228,736,-376,0
274,44,"male","1","0",1,8,"2","2","3","1",1,0,4,1,0,1,0,0,1,"4",760,608,135,1
275,41,"male","3","4",1,21,"2","3","4","2",1,0,4,0,0,1,1,0,0,"4",3160,2212,429,1
276,23,"female","1","1",1,12,"2","4","3","1",1,1,2,0,0,0,0,0,1,"6",841,841,249,1
277,24,"male","0","0",1,12,"2","3","2","1",1,0,4,0,0,1,0,0,0,"4",2214,1328,266,1
278,36,"male","3","0",1,21,"4","4","4","3",1,0,1,0,0,1,1,0,0,"2",3275,3275,880,1
279,31,"male","1","0",1,12,"0","2","2","1",1,0,2,0,0,1,1,0,1,"0",1410,846,161,1
280,27,"female","3","4",2,6,"4","2","2","2",1,0,1,0,0,1,0,0,0,"3",1221,854,148,1
281,24,"female","0","0",2,20,"4","4","4","2",1,0,1,0,0,1,0,0,0,"3",4272,4272,1000,1
282,24,"female","0","0",2,36,"4","4","3","2",1,0,4,0,0,1,1,0,0,"2",9629,5777,-1853,0
283,41,"male","0","0",1,36,"2","2","4","2",2,0,2,0,1,1,0,0,0,"3",2712,1627,-603,0
284,29,"male","0","0",2,45,"0","4","4","2",1,1,2,0,0,0,0,0,0,"6",11816,7089,-4581,0
285,23,"female","3","0",1,18,"2","4","1","2",1,0,4,0,0,1,0,0,1,"0",1943,1360,-792,0
286,35,"male","3","0",2,15,"4","4","2","2",1,0,4,0,0,0,1,0,0,"4",1471,882,85,1
287,35,"male","0","0",1,24,"2","4","1","2",1,0,4,0,0,1,1,0,1,"4",2439,2195,-1208,0
288,26,"female","0","1",2,24,"4","1","3","2",1,0,4,0,0,1,1,0,1,"6",1382,967,141,1
289,36,"female","1","4",2,30,"4","4","4","2",1,0,4,0,0,1,0,0,1,"1",2181,1962,319,1
290,38,"male","0","0",2,12,"4","4","2","1",1,0,4,0,1,1,0,1,0,"1",2171,1519,261,1
291,42,"female","3","4",2,36,"4","4","4","2",1,0,2,0,0,0,0,0,0,"2",10477,5238,604,1
292,25,"male","1","4",1,30,"2","4","4","2",1,0,2,0,0,1,0,0,0,"4",2991,2691,802,1
293,22,"male","0","0",1,9,"2","4","1","2",1,1,3,0,0,0,0,0,0,"4",1366,1092,-502,0
294,30,"male","3","0",2,9,"4","1","2","2",1,0,3,0,0,1,0,0,1,"1",1224,1101,221,1
295,31,"female","3","4",1,24,"2","2","3","2",1,0,4,0,1,1,1,0,0,"3",929,557,123,1
296,28,"female","1","2",1,24,"2","4","1","2",1,1,3,0,0,0,0,0,0,"2",4113,2879,-1160,0
297,29,"male","3","4",1,15,"2","2","2","2",1,0,3,0,0,1,0,0,0,"1",3556,2844,632,1
298,29,"female","0","0",2,24,"1","4","0","0",1,1,1,0,0,0,0,0,0,"1",1193,954,-424,0
299,28,"male","2","1",1,21,"2","1","2","3",1,0,1,0,1,1,1,0,0,"1",2923,1753,357,1
300,23,"male","0","4",2,18,"2","4","3","1",1,1,2,0,0,0,0,0,0,"4",1936,1936,504,1
301,45,"male","0","0",1,42,"2","4","3","2",2,0,2,1,0,0,0,0,0,"3",7882,4729,792,1
302,60,"male","0","0",2,24,"4","4","4","1",1,0,4,0,0,1,0,0,0,"1",1199,959,-289,0
303,44,"male","1","1",1,12,"4","4","1","2",1,0,3,0,0,1,0,0,0,"2",1804,1623,407,1
304,57,"male","3","4",1,12,"4","4","4","1",1,1,4,0,0,0,0,0,0,"6",1264,1137,275,1
305,24,"male","0","1",2,30,"4","4","3","2",1,1,1,0,0,0,0,0,0,"2",6187,4949,997,1
306,31,"male","3","4",1,18,"2","1","2","2",1,0,2,0,0,1,1,0,0,"2",3378,2026,389,1
307,25,"male","1","0",1,48,"0","2","2","2",1,0,2,0,0,1,1,0,0,"6",14421,10094,-7360,0
308,41,"female","1","0",2,42,"4","1","3","1",1,0,2,0,1,1,0,0,1,"6",5954,4763,1000,1
309,58,"male","0","0",1,24,"2","4","4","1",1,0,4,1,0,1,1,0,1,"0",1755,1053,211,1
310,20,"male","2","4",2,24,"4","4","4","2",1,1,4,0,0,0,0,0,0,"3",3617,2170,265,1
311,35,"male","1","0",1,9,"4","3","3","2",1,1,4,0,0,0,1,0,0,"3",1919,1535,328,1
312,25,"female","3","0",2,36,"4","2","2","2",1,0,4,0,1,1,1,0,1,"1",7855,4713,-1659,0
313,63,"male","2","0",2,10,"4","4","4","2",1,0,4,0,0,0,1,0,0,"1",781,390,31,1
314,47,"female","3","0",2,18,"2","4","2","2",1,0,4,0,1,0,0,0,0,"3",1984,1785,405,1
315,22,"male","0","0",1,18,"2","2","2","2",1,0,2,0,0,1,0,0,0,"3",2462,1231,-464,0
316,29,"female","1","3",1,24,"4","4","4","2",1,1,2,0,0,0,0,0,0,"2",7758,4654,900,1
317,70,"female","1","0",1,10,"2","4","0","3",1,0,2,0,1,0,1,0,0,"1",7308,6577,2059,1
318,33,"female","1","0",1,8,"2","2","2","2",1,0,4,1,0,1,0,1,1,"4",1414,848,194,1
319,50,"female","3","3",1,24,"4","4","2","2",1,0,4,0,0,1,1,0,1,"3",3777,2266,492,1
320,29,"male","3","0",1,6,"2","2","3","2",1,1,2,0,0,0,0,0,1,"4",2108,1897,606,1
321,21,"male","0","0",1,12,"2","4","3","2",1,1,4,0,0,0,0,0,0,"0",902,902,-273,0
322,66,"female","2","0",1,30,"3","4","4","3",1,0,4,0,0,1,1,0,1,"6",1908,1526,-1279,0
323,32,"male","3","4",2,24,"3","4","2","2",2,0,4,0,0,1,1,0,1,"6",2978,2978,797,1
324,25,"male","1","0",1,18,"2","2","2","1",1,0,4,1,0,1,0,0,1,"4",866,779,199,1
325,27,"male","3","0",2,12,"4","2","2","2",1,0,3,0,0,1,0,0,1,"6",1185,592,73,1
326,35,"male","3","1",2,24,"3","3","2","2",1,0,2,0,0,1,0,0,0,"3",4151,2490,413,1
327,57,"male","3","0",3,12,"4","4","4","1",1,0,2,0,1,0,0,0,0,"5",2748,1648,115,1
328,28,"male","1","0",2,48,"2","4","3","2",1,0,4,0,0,1,0,0,1,"4",3060,1836,-836,0
329,63,"female","3","4",1,15,"4","4","4","2",1,0,4,0,0,1,0,0,0,"3",1520,1064,225,1
330,56,"male","2","0",1,42,"4","4","4","2",1,0,4,0,0,0,0,0,0,"2",4796,3357,764,1
331,49,"female","0","0",2,10,"4","3","3","2",1,0,4,0,0,1,1,0,0,"1",1038,830,126,1
332,25,"female","1","0",1,12,"2","3","3","1",1,0,2,0,1,1,0,0,0,"1",685,685,-256,0
333,28,"female","0","3",1,18,"2","2","2","2",1,0,4,0,0,1,0,0,0,"3",2659,1329,238,1
334,24,"female","3","1",2,48,"4","4","2","1",1,1,2,0,1,0,0,0,0,"2",11590,11590,-4476,0
335,33,"female","1","0",1,18,"2","1","4","3",1,0,1,0,1,1,1,0,1,"6",4439,3551,950,1
336,28,"female","0","0",2,12,"0","2","2","2",1,1,4,0,0,0,1,0,0,"4",6199,3719,-1466,0
337,21,"male","3","0",1,6,"2","2","2","2",1,1,1,0,0,0,0,0,0,"3",1766,1766,567,1
338,63,"male","3","4",1,60,"4","4","4","3",1,0,2,0,1,0,1,0,0,"1",13756,8253,1802,1
339,26,"male","2","0",1,12,"2","1","1","2",1,0,4,0,0,1,0,0,1,"1",1330,798,181,1
340,31,"male","0","0",1,6,"4","4","3","2",1,0,1,0,0,1,0,0,0,"4",1957,1369,292,1
341,27,"male","3","0",2,14,"3","2","2","1",1,0,4,0,0,1,0,0,0,"1",802,802,165,1
342,40,"female","3","2",1,10,"2","2","2","1",2,1,3,0,0,0,0,1,0,"1",1597,1277,343,1
343,34,"male","3","1",2,21,"3","3","3","3",1,0,4,0,0,1,0,0,1,"3",1591,1431,249,1
344,33,"female","3","0",2,24,"4","2","2","2",1,0,4,0,0,1,1,0,1,"0",2058,1646,253,1
345,41,"male","3","0",1,12,"2","4","4","1",2,0,4,0,1,1,0,0,0,"5",719,431,-280,0
346,35,"male","3","0",1,24,"2","4","4","3",1,0,4,0,0,1,1,0,0,"2",2670,1869,424,1
347,38,"female","1","4",2,12,"2","4","4","2",1,0,4,0,0,1,0,0,0,"0",754,452,75,1
348,36,"female","3","4",1,6,"2","4","0","3",2,0,4,0,0,1,1,0,0,"0",1238,742,137,1
349,30,"female","3","3",2,15,"3","2","3","2",1,0,3,0,0,1,0,0,0,"3",960,960,195,1
350,38,"male","1","4",1,6,"2","4","4","2",1,0,4,0,0,1,0,0,0,"4",368,257,63,1
351,38,"male","1","1",2,24,"4","4","1","2",2,0,4,0,1,1,0,0,0,"4",1216,972,-481,0
352,20,"male","1","0",2,12,"3","4","2","2",1,1,4,0,0,0,0,0,1,"4",585,526,91,1
353,23,"female","3","1",1,24,"2","4","3","2",1,0,3,0,0,1,0,0,0,"2",3488,1744,359,1
354,26,"female","3","1",1,24,"2","3","3","2",1,0,4,0,0,1,1,0,0,"4",1311,1048,306,1
355,34,"female","2","0",1,18,"2","1","2","1",2,0,2,0,0,1,0,0,1,"3",2864,1718,-559,0
356,27,"female","1","1",1,12,"4","1","1","2",1,0,4,0,0,1,0,0,0,"1",1995,1795,579,1
357,37,"male","1","4",1,36,"2","4","2","2",1,0,1,0,0,0,1,0,0,"1",12389,8672,-3366,0
358,22,"male","0","0",1,15,"2","4","2","1",1,0,4,0,0,1,0,0,0,"6",806,725,226,1
359,33,"female","1","0",1,36,"2","1","1","1",1,1,4,0,0,0,0,0,0,"0",2384,1907,-594,0
360,20,"male","1","0",1,24,"2","4","2","1",1,1,3,0,0,0,1,0,0,"1",2718,1630,-831,0
361,28,"female","3","0",1,36,"2","2","2","3",1,0,4,0,0,1,1,0,0,"3",3349,2344,-1215,0
362,22,"female","0","0",1,24,"1","4","2","2",1,1,1,1,1,0,0,1,0,"2",3632,2179,392,1
363,22,"male","0","0",1,12,"2","1","1","2",1,1,4,0,0,0,0,0,0,"3",1858,1486,409,1
364,19,"female","3","0",2,9,"2","2","1","2",1,1,2,0,0,0,0,0,0,"3",1980,1188,-398,0
365,33,"female","3","0",2,24,"4","2","3","2",1,0,4,1,0,1,1,0,0,"4",1851,1665,365,1
366,42,"female","1","1",4,36,"3","4","4","3",1,0,2,0,0,1,1,0,0,"1",8086,4043,-1774,0
367,35,"female","1","0",2,6,"3","1","0","3",1,0,4,0,1,1,1,0,0,"3",1050,735,88,1
368,24,"male","3","2",1,6,"4","2","2","2",1,0,1,0,0,1,0,0,0,"1",2080,1872,568,1
369,47,"male","3","0",3,24,"4","3","1","2",1,0,3,0,0,0,1,0,0,"4",5103,4592,439,1
370,44,"male","0","4",2,6,"4","3","1","1",2,0,1,0,0,1,0,0,1,"1",4716,4244,747,1
371,41,"female","1","1",2,30,"3","2","4","2",1,0,4,0,1,1,0,0,0,"6",2503,2002,313,1
372,25,"male","0","0",2,9,"4","4","2","1",1,0,4,0,0,1,0,0,1,"4",1138,682,103,1
373,66,"male","1","2",1,9,"2","3","2","1",1,0,4,0,0,1,0,0,1,"4",790,553,143,1
374,28,"female","3","3",1,24,"2","4","2","2",1,1,2,0,0,0,1,0,0,"2",2603,1822,365,1
375,22,"female","0","2",1,24,"1","4","2","2",1,0,4,0,1,1,1,0,1,"3",2483,2234,565,1
376,25,"male","3","0",2,30,"4","2","3","2",1,0,4,0,0,1,0,0,0,"4",5771,5193,1122,1
377,30,"female","3","4",1,21,"4","4","4","3",1,0,4,0,0,0,1,0,0,"1",12680,6340,-2703,0
378,52,"female","3","1",2,24,"4","4","4","2",1,0,4,0,1,1,0,0,0,"4",2223,1333,188,1
379,23,"female","1","1",1,12,"2","2","1","1",1,0,4,0,1,1,0,0,0,"1",836,501,-192,0
380,51,"male","2","0",1,24,"2","4","4","2",1,0,3,0,0,0,0,0,0,"3",2892,2313,589,1
381,35,"male","3","4",2,12,"4","4","4","2",1,0,4,0,0,1,0,0,0,"4",976,488,52,1
382,54,"female","0","0",1,48,"2","4","2","2",1,0,3,0,0,1,0,0,0,"0",3051,1830,-555,0
383,47,"male","0","0",2,8,"4","4","4","1",1,0,4,0,0,1,0,0,1,"1",731,438,42,1
384,42,"female","1","4",1,24,"2","4","4","2",1,0,2,0,0,1,1,0,0,"4",5084,3558,936,1
385,50,"male","3","0",1,24,"1","4","3","2",1,0,4,0,1,1,1,0,0,"6",1559,1091,237,1
386,32,"female","0","0",2,18,"1","4","3","1",2,0,4,0,0,0,0,0,0,"1",1442,1009,-573,0
387,32,"female","3","3",2,27,"4","2","1","1",2,0,4,0,1,1,1,0,1,"3",4526,4073,784,1
388,24,"male","3","4",1,15,"2","1","1","2",1,0,4,0,0,1,0,0,1,"0",874,611,125,1
389,65,"female","3","0",2,18,"4","4","0","0",1,0,4,0,0,1,0,0,0,"4",1098,658,90,1
390,34,"male","1","0",2,36,"4","4","2","2",1,0,3,0,0,1,1,0,0,"2",5800,4640,651,1
391,40,"female","3","4",1,15,"2","2","2","2",1,1,4,0,0,0,1,0,1,"4",1386,693,150,1
392,28,"male","3","3",1,11,"2","2","4","2",1,0,1,0,0,1,1,0,1,"6",2142,1499,344,1
393,30,"male","1","0",1,12,"2","4","3","2",2,1,3,0,0,0,1,0,0,"1",2002,1801,465,1
394,42,"female","3","2",2,12,"4","4","4","2",2,0,4,0,0,1,1,0,0,"4",522,261,36,1
395,42,"male","3","0",3,4,"4","1","3","1",2,0,2,0,0,1,0,0,1,"1",1455,1455,176,1
396,26,"male","3","0",2,36,"2","2","0","3",1,0,4,0,0,1,1,0,0,"3",10974,6584,-2944,0
397,35,"male","3","2",2,24,"2","2","4","2",1,0,3,0,1,1,1,0,0,"4",2397,1677,-538,0
398,36,"female","0","0",1,60,"2","4","4","2",1,1,4,0,0,0,0,0,0,"6",7297,3648,-2507,0
